id,usefors,description,name,refId
"2045","","I can create, capture and manipulate sounds, text and images to communicate experiences, ideas and information in creative and engaging ways.","TCH 1-04b","tcm:4-526500"
"2046","","As I extend and enhance my knowledge of features of various types of software, including those which help find, organise, manage and access information, I can apply what I learn in different situations.","TCH 2-03a","tcm:4-526489"
"2047","","Throughout all my learning, I can use search facilities of electronic sources to access and retrieve information, recognising the importance this has in my place of learning, at home and in the workplace.","TCH 2-03b","tcm:4-526491"
"2048","","I explore and experiment with the features and functions of computer technology and I can use what I learn to support and enhance my learning in different contexts.","TCH 2-04a","tcm:4-526523"
"2049","","I can create, capture and manipulate sounds, text and images to communicate experiences, ideas and information in creative and engaging ways.","TCH 2-04b","tcm:4-526501"
"2050","","I can explore and use the features of a variety of familiar and unfamiliar software to determine the most appropriate to solve problems or issues.","TCH 3-03a","tcm:4-526492"
"2051","","I enhance my learning by applying my ICT skills in different learning contexts across the curriculum.","TCH 3-04a","tcm:4-526502"
"2052","","I can approach familiar and new situations with confidence when selecting and using appropriate software to solve increasingly complex problems or issues.","TCH 4-03a","tcm:4-526493"
"2053","","I can use ICT effectively in different learning contexts across the curriculum to access, select and present relevant information in a range of tasks.","TCH 4-03b","tcm:4-526494"
"2054","","Throughout my learning, I can make effective use of a computer system to process and organise information.","TCH 4-04a","tcm:4-526504"
"2055","","","Technological developments in society","tcm:4-525883"
"2056","","I enjoy playing with and exploring technologies to discover what they can do and how they can help us.","TCH 0-01a","tcm:4-526506"
"2057","","Within and beyond my place of learning, I can reduce, re-use and recycle resources I use, to help care for the environment.","TCH 0-02a","tcm:4-526518"
"2058","","By exploring and using technologies in the wider world, I can consider the ways in which they help.","TCH 1-01a","tcm:4-526507"
"2059","","I can work with others to generate, discuss and develop imaginative ideas to create a product of the future.","TCH 1-01b","tcm:4-526508"
"2060","","By exploring current news items of technological interest, I have raised questions on the issues and can share my thoughts.","TCH 1-01c","tcm:4-526509"
"2061","","Throughout all my learning, I take appropriate action to ensure conservation of materials and resources, considering the impact of my actions on the environment.","TCH 1-02a","tcm:4-526520"
"2062","","When exploring technologies in the world around me, I can use what I learn to help to design or improve my ideas or products.","TCH 2-01a","tcm:4-526510"
"2063","","I can investigate how an everyday product has changed over time to gain an awareness of the link between scientific and technological developments.","TCH 2-01b","tcm:4-526511"
"2064","","Having analysed how lifestyle can impact on the environment and Earth's resources, I can make suggestions about how to live in a more sustainable way.","TCH 2-02a","tcm:4-526521"
"2065","","I can investigate the use and development of renewable and sustainable energy to gain an awareness of their growing importance in Scotland or beyond.","TCH 2-02b","tcm:4-526522"
"2066","","From my studies of technologies in the world around me, I can begin to understand the relationship between key scientific principles and technological developments.","TCH 3-01a","tcm:4-526513"
"2067","","From my studies of sustainable development, I can reflect on the implications and ethical issues arising from technological developments for individuals and societies.","TCH 3-02a","tcm:4-526524"
"2068","","I can compare traditional with contemporary production methods to assess their contribution in the world around me and explain the impact of related technological changes.","TCH 4-01a","tcm:4-526514"
"2069","","Having investigated a current trend of technological advance in Scotland or beyond, I can debate the short- and long-term possibilities of the technological development becoming a reality.","TCH 4-01b","tcm:4-526516"
"2070","","I can debate the possible future impact of new and emerging technologies on economic prosperity and the environment.","TCH 4-01c","tcm:4-526517"
"2071","","I can examine a range of materials, processes or designs in my local community to consider and discuss their environmental, social and economic impact, discussing the possible lifetime cost to the environment in Scotland or beyond.","TCH 4-02a","tcm:4-526525"
"2072","","","Languages","tcm:4-519595"
"2073","","","Classical languages","tcm:4-520032"
"2074","","","Culture and heritage","tcm:4-520036"
"2075","","I have investigated the culture and heritage of the Greeks or Romans through language and literature. I can demonstrate my knowledge of their cultures by contributing to an oral or written presentation on their influences on the heritage of modern Scotland and the wider world.","CLAN 3-04a","tcm:4-520355"
"2076","","I have evaluated the culture and heritage of the Greeks or Romans through language and literature. I can demonstrate understanding of how their cultures have impacted in different ways on the culture and life in modern Scotland and the wider world through an oral or written presentation of my research.","CLAN 4-04a","tcm:4-520359"
"2077","","","Interpretation of texts","tcm:4-520034"
"2078","","Individually and with others, I have used a range of resources and applied analytical skills. I can find specific information in a grammatically-straightforward passage in a classical language.","CLAN 3-02a","tcm:4-520345"
"2079","","I can use a range of resources, and apply analytical skills to find specific information and the main ideas or themes of a passage in a classical language and make evaluative judgements, orally and in writing.","CLAN 4-02a","tcm:4-520348"
"2080","","","Translating texts","tcm:4-520033"
"2081","","By developing my knowledge of how a classical language works, I can analyse straightforward sentences or short passages and translate them into appropriate English.","CLAN 3-01a","tcm:4-520339"
"2082","","By applying my understanding of grammatical processes in a classical language, I can analyse more complex sentences and longer passages and translate them into appropriate and accurate English.","CLAN 4-01a","tcm:4-520343"
"2083","","","Using knowledge about language","tcm:4-520035"
"2084","","By applying my awareness of how classical Greek has linguistic links with English or Latin with English and other modern European languages which are based on Latin, I can enhance the range of my vocabulary and increase my confidence in communicating in English.","CLAN 3-03a","tcm:4-520350"
"2085","","Through an awareness of features common to classical Greek and English, or Latin and English and other languages, I have enhanced the range of my vocabulary and increased my confidence in communicating in English. I can discuss how language reflects the thoughts, feelings and needs of different societies in the past and today.","CLAN 4-03a","tcm:4-520353"
"2086","","","Gaelic (learners)","tcm:4-520380"
"2087","","","Listening and talking","tcm:4-520378"
"2088","","","Listening and talking with others","tcm:4-520386"
"2089","","I have explored and experimented with the patterns and sounds of the language and can use what I have learned.","LGL 0-02a","tcm:4-525094"
"2090","","Through daily experiences and play I can listen or watch for interesting or useful information.","LGL 0-04a","tcm:4-525120"
"2091","","I can respond verbally and non-verbally to a range of requests from teachers and others.","LGL 1-02a","tcm:4-525097"
"2092","","I can use familiar words and phrases to give simple information.","LGL 1-03a","tcm:4-525096"
"2093","","I can ask for help using simple or familiar learned phrases or words.","LGL 1-04a","tcm:4-525099"
"2094","","When joining in with story-telling, games, rhymes, songs and poems in Gaelic, I can use familiar words and simple phrases.","LGL 1-05a","tcm:4-525100"
"2095","","I can listen and respond to familiar voices in short, predictable conversations using straightforward language and/or non-verbal techniques such as gesture and eye contact.","LGL 2-02a","tcm:4-529205"
"2096","","I can take part effectively in prepared conversations by sharing information about myself, others or interests of my choice, using familiar vocabulary and basic language structures.","LGL 2-03a","tcm:4-529206"
"2097","","I can ask for help confidently, using learned phrases and familiar language.","LGL 2-04a","tcm:4-529207"
"2098","","I can participate in familiar collaborative activities in Gaelic including games, paired speaking and short role plays.","LGL 2-05a","tcm:4-525102"
"2099","","I can listen and respond to others in mainly predictable, more extended conversations using familiar language and/or non-verbal techniques.","LGL 3-02a","tcm:4-529228"
"2100","","I can take part effectively in prepared conversations by using a variety of language structures to share information, experiences and opinions, and can offer straightforward reasons for having these opinions.","LGL 3-03a","tcm:4-529217"
"2101","","I can support a conversation by asking for help, seeking repetition and asking simple questions.","LGL 3-04a","tcm:4-529219"
"2102","","I can participate in a range of collaborative activities in Gaelic including games, paired speaking and structured role plays in a range of realistic contexts and settings.","LGL 3-05a","tcm:4-525105"
"2103","","I can listen and respond to others, including sympathetic fluent speakers of the language, in extended conversations that are less predictable.","LGL 4-02a","tcm:4-529231"
"2104","","I can take part effectively in more detailed conversations using an extended range of language structures and Gaelic idioms to exchange information, experiences, feelings and opinions, and can offer more detailed reasons for having these opinions.","LGL 4-03a","tcm:4-525098"
"2105","","I can start, support and sustain a conversation by, for example, asking relevant questions and by seeking help when necessary.","LGL 4-04a","tcm:4-529236"
"2106","","I can collaborate to prepare and present in Gaelic more open-ended role plays in a wide range of realistic settings, and I can engage with other speakers of Gaelic.","LGL 4-05a","tcm:4-525103"
"2107","","","Listening for information","tcm:4-520382"
"2108","","Through listening to and joining in with story-telling, games, rhymes and songs, I have explored and experimented with sound patterns, words and phrases in Gaelic.","LGL 0-01a/LGL 0-05a/LGL 0-07a/LGL 0-08a","tcm:4-525091"
"2109","","I can take part in play activities and games linked to simple poems, familiar stories and short role plays, and pronounce familiar Gaelic words and phrases.","LGL 1-01a","tcm:4-525092"
"2110","","I can listen to and show understanding of familiar instructions and language from familiar voices and sources.","LGL 2-01a","tcm:4-529204"
"2111","","I can listen to and show understanding of mainly familiar language and instructions from a variety of sources where the sentences are longer and where there may be more than one speaker.","LGL 3-01a","tcm:4-529216"
"2112","","I can listen to and show understanding of language from a variety of sources, including unfamiliar speakers, where the sentences are more complex, less predictable, and contain some unfamiliar language.","LGL 4-01a","tcm:4-529229"
"2113","","","Organising and using information","tcm:4-520383"
"2114","","I can listen, watch and use play to explore aspects of Gaelic culture.","LGL 0-06a","tcm:4-525106"
"2115","","I can listen and respond in different ways to the experiences of others when exploring aspects of Gaelic culture.","LGL 1-06a","tcm:4-525108"
"2116","","I can deliver a brief presentation on a familiar topic using familiar language and phrases.","LGL 2-06a","tcm:4-529212"
"2117","","I have worked with others, using ICT and other media where appropriate, and can contribute successfully to a presentation in English, supported by Gaelic vocabulary, on an aspect of Gaelic culture and tradition.","LGL 2-06b","tcm:4-525107"
"2118","","I have contributed successfully to a group to plan and prepare a short talk in Gaelic. Using ICT where appropriate, I can deliver an individual presentation in Gaelic: on an area of personal interest or a topic relating to Gaelic culture or history; using appropriate vocabulary and some variety in sentence structure.","LGL 3-06a","tcm:4-525109"
"2119","","Using ICT where appropriate, I can plan, prepare and deliver an individual presentation in Gaelic: on an area of personal interest or a topic relating to Gaelic culture or history; using appropriate vocabulary and a range of grammatical structures and idiom.","LGL 4-06a","tcm:4-525110"
"2120","","","Using knowledge about language","tcm:4-520384"
"2121","","When reading on my own or with others, I can read familiar words and simple phrases and sentences.","LGL 1-07a","tcm:4-525111"
"2122","","I can use my knowledge about language and pronunciation to ensure that others can understand me when I read aloud or say familiar words, phrases and short texts.","LGL 2-07a","tcm:4-529210"
"2123","","I can apply my knowledge about language, intonation and pronunciation to: ensure that others can understand me when I pronounce familiar words or phrases; help me work out how to pronounce unfamiliar words; read a short text aloud with accuracy and confidence.","LGL 3-07a","tcm:4-529220"
"2124","","I can apply my knowledge about language, intonation and pronunciation to: ensure that others can understand me when I pronounce familiar and unfamiliar words and phrases; help me work out how to read aloud familiar and unfamiliar texts with accuracy and confidence.","LGL 4-07a","tcm:4-529232"
"2125","","","Reading","tcm:4-520379"
"2126","","","Finding and using information","tcm:4-520385"
"2127","","I have worked on my own and with others and I can demonstrate my understanding of words, signs and phrases containing familiar language.","LGL 1-08a","tcm:4-525113"
"2128","","I have worked on my own and with others to understand texts using appropriate resources. I can read and demonstrate my understanding of sentences and simple texts containing familiar language.","LGL 2-08a","tcm:4-525114"
"2129","","I have worked on my own and with others to understand texts using appropriate resources. I can read and demonstrate understanding of more complex texts which contain familiar and unfamiliar language.","LGL 3-08a","tcm:4-529221"
"2130","","Using a variety of resources, I can independently read texts which are more detailed and which contain complex language, including a range of tenses and Gaelic idiom, and can demonstrate my understanding.","LGL 4-08a","tcm:4-525115"
"2131","","","Reading for cultural appreciation","tcm:4-520387"
"2132","","I have worked with others to read and discuss simple Gaelic texts. I can share simple facts about the life of Gaelic communities in Scotland.","LGL 1-09a","tcm:4-525116"
"2133","","I have worked on my own and with others to read and discuss Gaelic texts. I can share simple facts about life in some of the countries where Gaelic and related languages are spoken.","LGL 2-09a","tcm:4-525119"
"2134","","I have worked on my own and with others to read and explore Gaelic texts. I can demonstrate my knowledge about life and culture in countries where Gaelic and related languages are spoken.","LGL 3-09a","tcm:4-525121"
"2135","","I have worked on my own and with others to read and research Gaelic texts. I can demonstrate my knowledge of different cultures and acknowledge similarities/differences between countries where Gaelic and related languages are spoken.","LGL 4-09a","tcm:4-525122"
"2136","","","Reading for interest and enjoyment","tcm:4-520388"
"2137","","I enjoy engaging with simple texts on my own and with others.","LGL 1-10a","tcm:4-525123"
"2138","","I have selected and can read, on my own and with others, a variety of straightforward texts of different types, which may have been adapted.","LGL 2-10a","tcm:4-529213"
"2139","","I have chosen and can read for enjoyment a range of texts, in a variety of styles, which may have had some adaptation.","LGL 3-10a","tcm:4-529223"
"2140","","I can select and read for enjoyment a variety of texts which use familiar and unfamiliar language and may have had some adaptation.","LGL 4-10a","tcm:4-529233"
"2141","","","Using knowledge about language","tcm:4-520389"
"2142","","I have explored and experimented with Gaelic words and phrases.","LGL 0-11a / LGL 0-12a / LGL 0-13a","tcm:4-525125"
"2143","","I have explored sounds, letters and words, discovering how they work together, and can use what I have learned to help me read.","LGL 1-11a","tcm:4-525124"
"2144","","I can understand how a bilingual dictionary works and use it with support.","LGL 2-11a","tcm:4-529214"
"2145","","I can make comparisons and explore connections between spelling patterns in English and Gaelic.","LGL 2-11b","tcm:4-525126"
"2146","","I can recognise and comment on other features of my own language, which help me to make sense of words in Gaelic.","LGL 2-11c","tcm:4-525128"
"2147","","I can use a bilingual dictionary independently to help me understand new language.","LGL 3-11a","tcm:4-529225"
"2148","","I can recognise features of words in the language I am learning and use them to make sense of vocabulary and of the connections between words.","LGL 3-11b","tcm:4-529226"
"2149","","I can use my knowledge about language and other strategies to help me to understand and analyse more detailed texts containing some unfamiliar language and more complex structures.","LGL 4-11a","tcm:4-529235"
"2150","","","Writing","tcm:4-520381"
"2151","","","Organising and using information","tcm:4-520393"
"2152","","I can write familiar words and simple phrases in Gaelic.","LGL 1-12a","tcm:4-525127"
"2153","","I can use familiar language to describe my circumstances and exchange straightforward information. I can make reference to aspects of Gaelic culture and tradition.","LGL 2-12a","tcm:4-525129"
"2154","","I can create, amend and present more extended information for different purposes about myself and others, my experiences or a topic of my choice. I can write simple facts about life in some of the countries where Gaelic and related languages are spoken.","LGL 3-12a","tcm:4-525130"
"2155","","I can express opinions and can offer straightforward reasons for having these opinions.","LGL 3-12b","tcm:4-529227"
"2156","","I can write about life or culture in countries where Gaelic and related languages are spoken.","LGL 4-12a","tcm:4-525131"
"2157","","I can write more extensively over a widening range of topics in a range of formats, using some variety of structures, tenses and linking words.","LGL 4-12b","tcm:4-529239"
"2158","","I can write about experiences, feelings and opinions and can offer reasons for having these opinions.","LGL 4-12c","tcm:4-529237"
"2159","","","Using knowledge about language","tcm:4-520390"
"2160","","I can use a variety of sources to help me check the accuracy of my Gaelic spelling and punctuation.","LGL 1-13a","tcm:4-525132"
"2161","","I have used my knowledge about language and success criteria to help me, and I can check that I have written familiar words and phrases accurately.","LGL 2-13a","tcm:4-529215"
"2162","","I can check the accuracy of my writing using my knowledge about language, the support of others, and appropriate reference materials including success criteria.","LGL 3-13a","tcm:4-529230"
"2163","","I can use some Gaelic idiomatic expressions accurately.","LGL 3-13b","tcm:4-525133"
"2164","","I can use my knowledge about language, including structure, spelling and punctuation, to take responsibility for the accuracy of my writing.","LGL 4-13a","tcm:4-529240"
"2165","","I can use a range of appropriate Gaelic idiomatic expressions accurately.","LGL 4-13b","tcm:4-529431"
"2166","","","Literacy and English","tcm:4-520045"
"2167","","","Listening and talking","tcm:4-520044"
"2168","","","Creating texts","tcm:4-520052"
"2169","","Within real and imaginary situations, I share experiences and feelings, ideas and information in a way that communicates my message.","LIT 0-09a","tcm:4-530528"
"2170","","I enjoy exploring events and characters in stories and other texts and I use what I learn to invent my own, sharing these with others in imaginative ways.","LIT 0-09b/LIT 0-31a","tcm:4-520128"
"2171","","As I listen and take part in conversations and discussions, I discover new words and phrases which I use to help me express my ideas, thoughts and feelings.","LIT 0-10a","tcm:4-529627"
"2172","","When listening and talking with others for different purposes, I can exchange information, experiences, explanations, ideas and opinions, and clarify points by asking questions or by asking others to say more.","LIT 1-09a","tcm:4-520129"
"2173","","I can communicate clearly when engaging with others within and beyond my place of learning, using selected resources as required.","LIT 1-10a","tcm:4-529996"
"2174","","When listening and talking with others for different purposes, I can:share information, experiences and opinions explain processes and ideasidentify issues raised and summarise main points or findingsclarify points by asking questions or by asking others to say more.","LIT 2-09a","tcm:4-520130"
"2175","","I am developing confidence when engaging with others within and beyond my place of learning. I can communicate in a clear, expressive way and I am learning to select and organise resources independently.","LIT 2-10a","tcm:4-529998"
"2176","","When listening and talking with others for different purposes, I can: communicate information, ideas or opinions; explain processes, concepts or ideas; identify issues raised, summarise findings or draw conclusions.","LIT 3-09a","tcm:4-520131"
"2177","","I am developing confidence when engaging with others within and beyond my place of learning. I can communicate in a clear, expressive way and I am learning to select and organise resources independently.","LIT 3-10a","tcm:4-530000"
"2178","","When listening and talking with others for different purposes,I can: communicate detailed information, ideas or opinions; explain processes, concepts or ideas with some relevant supporting detail; sum up ideas, issues, findings or conclusions.","LIT 4-09a","tcm:4-520132"
"2179","","I can communicate in a clear, expressive manner when engaging with others within and beyond my place of learning, and can independently select and organise appropriate resources as required.","LIT 4-10a","tcm:4-530003"
"2180","","","Enjoyment and choice","tcm:4-520048"
"2181","","I enjoy exploring and playing with the patterns and sounds of language, and can use what I learn.","LIT 0-01a/LIT 0-11a/LIT 0-20a","tcm:4-520089"
"2182","","I enjoy exploring and choosing stories and other texts to watch, read or listen to, and can share my likes and dislikes.","LIT 0-01b/LIT 0-11b","tcm:4-520088"
"2183","","I enjoy exploring events and characters in stories and other texts, sharing my thoughts in different ways.","LIT 0-01c","tcm:4-520090"
"2184","","I regularly select and listen to or watch texts which I enjoy and find interesting, and I can explain why I prefer certain sources. I regularly select subject, purpose, format and resources to create texts of my choice.","LIT 1-01a","tcm:4-529621"
"2185","","I regularly select and listen to or watch texts which I enjoy and find interesting, and I can explain why I prefer certain sources. I regularly select subject, purpose, format and resources to create texts of my choice.","LIT 2-01a","tcm:4-530105"
"2186","","I regularly select and listen to or watch texts for enjoyment and interest, and I can express how well they meet my needs and xpectations, and I can give reasons, with evidence, for my personal response. I can regularly select subject, purpose, format and resources to create texts of my choice, and am developing my own style.","LIT 3-01a","tcm:4-530109"
"2187","","I regularly select and listen to or watch texts for enjoyment and interest, and I can express how well they meet my needs and expectations, and I can give reasons, with evidence, for my personal response. I can regularly select subject, purpose, format and resources to create texts of my choice, and am developing my own style.","LIT 4-01a","tcm:4-530111"
"2188","","","Finding and using information","tcm:4-520050"
"2189","","I listen or watch for useful or interesting information and I use this to make choices or learn new things.","LIT 0-04a","tcm:4-520106"
"2190","","As I listen or watch, I can identify and discuss the purpose, key words and main ideas of the text, and use this information for a specific purpose.","LIT 1-04a","tcm:4-520107"
"2191","","As I listen or watch, I am learning to make notes under given headings and use these to understand what I have listened to or watched and create new texts.","LIT 1-05a","tcm:4-520111"
"2192","","I can select ideas and relevant information, organise these in a logical sequence and use words which will be interesting and/or useful for others.","LIT 1-06a","tcm:4-520115"
"2193","","As I listen or watch, I can identify and discuss the purpose, main ideas and supporting detail contained within the text, and use this information for different purposes.","LIT 2-04a","tcm:4-520108"
"2194","","As I listen or watch, I can make notes, organise these under suitable headings and use these to understand ideas and information and create new texts, using my own words as appropriate.","LIT 2-05a","tcm:4-520112"
"2195","","I can select ideas and relevant information, organise these in an appropriate way for my purpose and use suitable vocabulary for my audience.","LIT 2-06a","tcm:4-520116"
"2196","","As I listen or watch, I can: identify and give an accurate account of the purpose and main concerns of the text and can make inferences from key statements; identify and discuss similarities and differences between different types of text; use this information for different purposes.","LIT 3-04a","tcm:4-520109"
"2197","","As I listen or watch, I can make notes and organise these to develop thinking, help retain and recall information, explore issues and create new texts, using my own words as appropriate.","LIT 3-05a","tcm:4-520113"
"2198","","I can independently select ideas and relevant information for different purposes, organise essential information or ideas and any supporting detail in a logical order, and use suitable vocabulary to communicate effectively with my audience.","LIT 3-06a","tcm:4-520117"
"2199","","As I listen or watch, I can: clearly state the purpose and main concerns of a text and make inferences from key statements; compare and contrast different types of text; gather, link and use information from different sources and use this for different purposes.","LIT 4-04a","tcm:4-520110"
"2200","","As I listen or watch, I can make notes and organise these to develop thinking, help retain and recall information, explore issues and create new texts, using my own words as appropriate.","LIT 4-05a","tcm:4-520114"
"2201","","I can independently select ideas and relevant information for different purposes, organise essential information or ideas and any supporting detail in a logical order, and use suitable vocabulary to communicate effectively with my audience.","LIT 4-06a","tcm:4-520118"
"2202","","","Tools for listening and talking","tcm:4-520049"
"2203","","I am exploring how pace, gesture, expression, emphasis and choice of words are used to engage others, and I can use what I learn.","ENG 1-03a","tcm:4-520102"
"2204","","I can recognise how the features of spoken language can help in communication and I can use what I learn. I can recognise different features of my own and others' spoken language.","ENG 2-03a","tcm:4-520103"
"2205","","Having explored and analysed the features of spoken language, I can use these, adopting an appropriate register to suit my purpose and audience.","ENG 3-03a","tcm:4-520104"
"2206","","Having explored and analysed the features of spoken language, I can use these independently, adopting and sustaining an appropriate register to suit my purpose and audience.","ENG 4-03a","tcm:4-520105"
"2207","","As I listen and talk in different situations, I am learning to take turns and am developing my awareness of when to talk and when to listen.","LIT 0-02a/ENG 0-03a","tcm:4-520095"
"2208","","When I engage with others, I know when and how to listen, when to talk, how much to say, when to ask questions and how to respond with respect.","LIT 1-02a","tcm:4-520096"
"2209","","When I engage with others, I can respond in ways appropriate to my role, show that I value others' contributions and use these to build on thinking.","LIT 2-02a","tcm:4-520098"
"2210","","When I engage with others, I can make a relevant contribution, encourage others to contribute and acknowledge that they have the right to hold a different opinion. I can respond in ways appropriate to my role and use contributions to reflect on, clarify or adapt thinking.","LIT 3-02a","tcm:4-520099"
"2211","","When I engage with others I can make a relevant contribution, ensure that everyone has an opportunity to contribute and encourage them to take account of others' points of view or alternative solutions. I can respond in ways appropriate to my role, exploring and expanding on contributions to reflect on, clarify or adapt thinking.","LIT 4-02a","tcm:4-520101"
"2212","","","Understanding, analysing and evaluating","tcm:4-520051"
"2213","","To help me understand stories and other texts, I ask questions and link what I am learning with what I already know.","LIT 0-07a/LIT 0-16a/ENG 0-17a","tcm:4-520119"
"2214","","I can show my understanding of what I listen to or watch by responding to and asking different kinds of questions.","LIT 1-07a","tcm:4-520120"
"2215","","To help me develop an informed view, I am learning to recognise the difference between fact and opinion.","LIT 1-08a","tcm:4-520124"
"2216","","I can show my understanding of what I listen to or watch by responding to literal, inferential, evaluative and other types of questions, and by asking different kinds of questions of my own.","LIT 2-07a","tcm:4-520121"
"2217","","To help me develop an informed view, I can distinguish fact from opinion, and I am learning to recognise when my sources try to influence me and how useful these are.","LIT 2-08a","tcm:4-520125"
"2218","","I can show my understanding of what I listen to or watch by commenting, with evidence, on the content and form of short and extended texts.","LIT 3-07a","tcm:4-520122"
"2219","","To help me develop an informed view, I am learning about the techniques used to influence opinion and how to assess the value of my sources, and I can recognise persuasion.","LIT 3-08a","tcm:4-520126"
"2220","","I can show my understanding of what I listen to or watch by giving detailed, evaluative comments, with evidence, about the content and form of short and extended texts.","LIT 4-07a","tcm:4-520123"
"2221","","To help me develop an informed view, I can identify some of the techniques used to influence or persuade and can assess the value of my sources.","LIT 4-08a","tcm:4-520127"
"2222","","","Reading","tcm:4-520046"
"2223","","","Enjoyment and choice","tcm:4-520053"
"2224","","I regularly select and read, listen to or watch texts which I enjoy and find interesting, and I can explain why I prefer certain texts and authors.","LIT 1-11a","tcm:4-529979"
"2225","","I regularly select and read, listen to or watch texts which I enjoy and find interesting, and I can explain why I prefer certain texts and authors.","LIT 2-11a","tcm:4-529988"
"2226","","I regularly select and read, listen to or watch texts for enjoyment and interest, and I can express how well they meet my needs and expectations and give reasons, with evidence, for my personal response. I can identify sources to develop the range of my reading.","LIT 3-11a","tcm:4-529990"
"2227","","I regularly select and read, listen to or watch texts for enjoyment and interest, and I can express how well they meet my needs and expectations and give reasons, with evidence, for my personal response. I can independently identify sources to develop the range of my reading.","LIT 4-11a","tcm:4-529992"
"2228","","","Finding and using information","tcm:4-520055"
"2229","","I use signs, books or other texts to find useful or interesting information and I use this to plan, make choices or learn new things.","LIT 0-14a","tcm:4-520145"
"2230","","Using what I know about the features of different types of texts, I can find, select, sort and use information for a specific purpose.","LIT 1-14a","tcm:4-520147"
"2231","","I am learning to make notes under given headings and use them to understand information, explore ideas and problems and create new texts.","LIT 1-15a","tcm:4-520155"
"2232","","Using what I know about the features of different types of texts, I can find, select and sort information from a variety of sources and use this for different purposes.","LIT 2-14a","tcm:4-520148"
"2233","","I can make notes, organise them under suitable headings and use them to understand information, develop my thinking, explore problems and create new texts, using my own words as appropriate.","LIT 2-15a","tcm:4-520152"
"2234","","Using what I know about the features of different types of texts, I can find, select, sort, summarise, link and use information from different sources.","LIT 3-14a","tcm:4-520150"
"2235","","I can make notes and organise them to develop my thinking, help retain and recall information, explore issues and create new texts, using my own words as appropriate.","LIT 3-15a","tcm:4-520154"
"2236","","Using what I know about the features of different types of texts, I can find, select, sort, summarise, link and use information from different sources.","LIT 4-14a","tcm:4-520151"
"2237","","I can make notes and organise them to develop my thinking, help retain and recall information, explore issues and create new texts, using my own words as appropriate.","LIT 4-15a","tcm:4-520156"
"2238","","","Tools for reading","tcm:4-520054"
"2239","","I explore sounds, letters and words, discovering how they work together, and I can use what I learn to help me as I read and write.","ENG 0-12a/LIT 0-13a/LIT 0-21a","tcm:4-520139"
"2240","","I can use my knowledge of sight vocabulary, phonics, context clues, punctuation and grammar to read with understanding and expression.","ENG 1-12a","tcm:4-520137"
"2241","","Through developing my knowledge of context clues, punctuation, grammar and layout, I can read unfamiliar texts with increasing fluency, understanding and expression.","ENG 2-12a","tcm:4-520138"
"2242","","Through developing my knowledge of context clues, punctuation, grammar and layout, I can read unfamiliar texts with increasing fluency, understanding and expression.","ENG 3-12a","tcm:4-520140"
"2243","","Through developing my knowledge of context clues, punctuation, grammar and layout, I can read unfamiliar texts with increasing fluency, understanding and expression.","ENG 4-12a","tcm:4-520141"
"2244","","I am learning to select and use strategies and resources before I read, and as I read, to help make the meaning of texts clear.","LIT 1-13a","tcm:4-520142"
"2245","","I can select and use a range of strategies and resources before I read, and as I read, to make meaning clear and give reasons for my selection.","LIT 2-13a","tcm:4-520143"
"2246","","I can select and use the strategies and resources I find most useful before I read, and as I read, to monitor and check my understanding.","LIT 3-13a","tcm:4-520149"
"2247","","Before and as I read, I can apply strategies and use resources independently to help me read a wide variety of texts and/or find the information I need.","LIT 4-13a","tcm:4-520144"
"2248","","","Understanding, analysing and evaluating","tcm:4-520056"
"2249","","To show my understanding, I can respond to different kinds of questions and other close reading tasks and I am learning to create some questions of my own.","ENG 1-17a","tcm:4-520160"
"2250","","I can share my thoughts about structure, characters and/or setting, recognise the writer's message and relate it to my own experiences, and comment on the effective choice of words and other features.","ENG 1-19a","tcm:4-520171"
"2251","","To show my understanding, I can respond to literal, inferential and evaluative questions and other close reading tasks and can create different kinds of questions of my own.","ENG 2-17a","tcm:4-520162"
"2252","","I can: discuss structure, characterisation and/or setting; recognise the relevance of the writer's theme and how this relates to my own and others' experiences; discuss the writer's style and other features appropriate to genre.","ENG 2-19a","tcm:4-520173"
"2253","","To show my understanding, I can comment, with evidence, on the content and form of short and extended texts, respond to literal, inferential and evaluative questions and other types of close reading tasks.","ENG 3-17a","tcm:4-520164"
"2254","","I can: discuss and evaluate the structure, characterisation and/or setting using some supporting evidence; identify the main theme of the text and recognise the relevance this has to my own and others' experiences; identify and comment on aspects of the writer's style and other features appropriate to genre using some relevant evidence.","ENG 3-19a","tcm:4-520175"
"2255","","To show my understanding, I can give detailed, evaluative comments, with evidence, on the content and form of short and extended texts, and respond to different kinds of questions and other types of close reading tasks.","ENG 4-17a","tcm:4-520165"
"2256","","I can: discuss and evaluate the effectiveness of structure, characterisation and/or setting using some supporting evidence; identify how the writer's main theme or central concerns are revealed and can recognise how they relate to my own and others' experiences; identify and make a personal evaluation of the effect of aspects of the writer's style and other features appropriate to genre using some relevant evidence and terminology.","ENG 4-19a","tcm:4-520176"
"2257","","I enjoy exploring events and characters in stories and other texts, sharing my thoughts in different ways.","LIT 0-19a","tcm:4-530041"
"2258","","To show my understanding across different areas of learning, I can identify and consider the purpose and main ideas of a text.","LIT 1-16a","tcm:4-520157"
"2259","","To help me develop an informed view, I can recognise the difference between fact and opinion.","LIT 1-18a","tcm:4-520167"
