course_id,crb,programme_owner,programme_identifier,programme_owner_identifier,title,level,credits,subject_1,subject_2,description,target,approval_date,review_date,private,archived
22712,SQA Awarding Body,SQA Awarding Body,G80015,,Higher National Aircraft Engineering,7,96,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22711,SQA Awarding Body,SQA Awarding Body,G7YV15,,Higher National Administration and Information Technology,7,96,Business and Administration,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2013,0,0
22710,SQA Awarding Body,SQA Awarding Body,G7YR15,,Higher National Fashion Make-up,7,96,Personal Services,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22709,SQA Awarding Body,SQA Awarding Body,G7Y815,,Higher National Computer Games Development,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2015,0,0
22708,SQA Awarding Body,SQA Awarding Body,G7WX15,,Higher National Beauty Therapy,7,96,Personal Services,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22707,SQA Awarding Body,SQA Awarding Body,G7WK15,,Higher National Equine Studies,7,96,Land Based Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22706,SQA Awarding Body,SQA Awarding Body,G7WF15,,Higher National Gamekeeping with Wildlife Management,7,96,Land Based Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22705,SQA Awarding Body,SQA Awarding Body,G7WE15,,Higher National Building Services Engineering,7,96,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2014,0,0
22704,SQA Awarding Body,SQA Awarding Body,G7V915,,Higher National Applied Sciences,7,96,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22703,SQA Awarding Body,SQA Awarding Body,G7V015,,Higher National Learning and Development,7,96,Education,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22702,SQA Awarding Body,SQA Awarding Body,G7TY15,,Higher National Human Resource Management,7,96,Management,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2016,0,0
22701,SQA Awarding Body,SQA Awarding Body,G7TA15,,Higher National Electrical Engineering,7,96,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22700,SQA Awarding Body,SQA Awarding Body,G7PM15,,Higher National Creative Industries: Television,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22699,SQA Awarding Body,SQA Awarding Body,G7PL15,,Higher National Creative Industries: Radio,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22698,SQA Awarding Body,SQA Awarding Body,G7P115,,Higher National Supply Chain Management,7,96,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22697,SQA Awarding Body,SQA Awarding Body,G7NN15,,Higher National Retail Management,7,96,Retail,Management,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22696,SQA Awarding Body,SQA Awarding Body,G7N615,,Higher National Hospitality,7,96,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2015,0,0
22695,SQA Awarding Body,SQA Awarding Body,G7N415,,Higher National Professional Cookery,7,96,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22694,SQA Awarding Body,SQA Awarding Body,G7ME15,,Higher National Social Care,7,96,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22693,SQA Awarding Body,SQA Awarding Body,G7MC15,,Higher National Travel,7,96,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2015,0,0
22692,SQA Awarding Body,SQA Awarding Body,G7M715,,Higher National Tourism,7,96,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,31/07/2015,0,0
22691,SQA Awarding Body,SQA Awarding Body,G7KM15,,Higher National Working with Communities,7,96,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22690,SQA Awarding Body,SQA Awarding Body,G7KD15,,Higher National Sound Production,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22689,SQA Awarding Body,SQA Awarding Body,G7KC15,,Higher National Music,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22688,SQA Awarding Body,SQA Awarding Body,G7KA15,,Higher National Music Business,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22687,SQA Awarding Body,SQA Awarding Body,G7HA15,,Higher National Animal Nursing,7,96,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,31/07/2013,0,0
22686,SQA Awarding Body,SQA Awarding Body,G7GL15,,Higher National Computing,7,96,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,31/07/2015,0,0
22685,SQA Awarding Body,SQA Awarding Body,G7G115,,Higher National Acting and Performance,7,96,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22684,SQA Awarding Body,SQA Awarding Body,G7EA15,,Higher National Sport and Recreation Management,7,96,Sport and Leisure,Management,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22683,SQA Awarding Body,SQA Awarding Body,G7E815,,Higher National Electronics,7,96,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22682,SQA Awarding Body,SQA Awarding Body,G7DX15,,Higher National Computer Networking,7,96,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22681,SQA Awarding Body,SQA Awarding Body,G7D915,,Higher National Business,7,96,Business and Administration,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,31/07/2013,0,0
22680,SQA Awarding Body,SQA Awarding Body,G7D715,,Higher National Financial Services,7,96,Finance,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,31/07/2014,0,0
22679,SQA Awarding Body,SQA Awarding Body,G7D115,,Higher National Accounting,7,96,Finance,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,31/07/2013,0,0
22678,SQA Awarding Body,SQA Awarding Body,G7CX15,,Higher National Early Education and Childcare,7,96,Education,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22677,SQA Awarding Body,SQA Awarding Body,G6P615,,Higher National Garden Design,7,96,Land Based Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/09/2001,31/07/2013,0,0
22676,SQA Awarding Body,SQA Awarding Body,G6P515,,Higher National Horticulture,7,96,Land Based Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/09/2001,31/07/2013,0,0
22675,SQA Awarding Body,SQA Awarding Body,G6P415,,Higher National Landscape Management,7,96,Land Based Industries,Management,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/09/2001,31/07/2013,0,0
22674,SQA Awarding Body,SQA Awarding Body,C27413,,National Biology (Revised),7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,0000-00-00,0,0
22673,SQA Awarding Body,SQA Awarding Body,C27313,,National Chemistry (Revised),7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,0000-00-00,0,0
22672,SQA Awarding Body,SQA Awarding Body,C27213,,National Physics (Revised),7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2012,0000-00-00,0,0
22671,SQA Awarding Body,SQA Awarding Body,C27013,,National English,7,32,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
22668,SQA Awarding Body,SQA Awarding Body,C25713,,National Mandarin (Traditional),7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
22667,SQA Awarding Body,SQA Awarding Body,C25613,,National Mandarin (Simplified),7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
22666,SQA Awarding Body,SQA Awarding Body,C24713,,National Cantonese,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
22664,SQA Awarding Body,SQA Awarding Body,C23413,,National Business Management,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22663,SQA Awarding Body,SQA Awarding Body,C23313,,National Music: Performing with Technology,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22662,SQA Awarding Body,SQA Awarding Body,C23213,,National Gaelic (Learners),7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22661,SQA Awarding Body,SQA Awarding Body,C23113,,National Music: Performing,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22660,SQA Awarding Body,SQA Awarding Body,C22913,,National Gaidhlig,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22659,SQA Awarding Body,SQA Awarding Body,C22513,,National Art and Design: Design,7,32,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22658,SQA Awarding Body,SQA Awarding Body,C22413,,National Art and Design: Expressive,7,32,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22657,SQA Awarding Body,SQA Awarding Body,C21613,,National Information Systems,7,32,Computing,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22656,SQA Awarding Body,SQA Awarding Body,C21113,,National Product Design,7,32,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22655,SQA Awarding Body,SQA Awarding Body,C20913,,National Accounting,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22653,SQA Awarding Body,SQA Awarding Body,C20613,,National Computing,7,32,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22652,SQA Awarding Body,SQA Awarding Body,C20513,,National Physical Education,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22651,SQA Awarding Body,SQA Awarding Body,C20413,,National Applied Mathematics: Mechanics,7,32,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22650,SQA Awarding Body,SQA Awarding Body,C20213,,National Applied Mathematics: Statistics,7,32,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22649,SQA Awarding Body,SQA Awarding Body,C11813,,National Home Economics: Health and Food Technology,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22648,SQA Awarding Body,SQA Awarding Body,C10013,,"National Mathematics: Maths 1, 2 and 3",7,32,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2001,0000-00-00,0,0
22647,SQA Awarding Body,SQA Awarding Body,C06913,,National Physics,7,32,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22646,SQA Awarding Body,SQA Awarding Body,C06313,,National Spanish,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22645,SQA Awarding Body,SQA Awarding Body,C06113,,National Italian,7,32,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22644,SQA Awarding Body,SQA Awarding Body,C06013,,National German,7,32,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22643,SQA Awarding Body,SQA Awarding Body,C05913,,National French,7,32,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22642,SQA Awarding Body,SQA Awarding Body,C03813,,National Economics,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22641,SQA Awarding Body,SQA Awarding Body,C03713,,National Drama,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22640,SQA Awarding Body,SQA Awarding Body,C03613,,National Technological Studies,7,32,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22639,SQA Awarding Body,SQA Awarding Body,C03313,,National Graphic Communication,7,32,Languages &amp; Communication,Languages &amp; Communication,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22638,SQA Awarding Body,SQA Awarding Body,C01513,,National Classical Greek,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22637,SQA Awarding Body,SQA Awarding Body,C01413,,National Latin,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22636,SQA Awarding Body,SQA Awarding Body,C01313,,National Classical Studies,7,32,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22635,SQA Awarding Body,SQA Awarding Body,C01213,,National Chemistry,7,32,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22634,SQA Awarding Body,SQA Awarding Body,C00713,,National Biology,7,32,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2000,0000-00-00,0,0
22633,SQA Awarding Body,SQA Awarding Body,G7YT12,,Scottish Progression Award Animal Technology,6,24,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22632,SQA Awarding Body,SQA Awarding Body,C92812,,National Entry before start,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/12/2011,0000-00-00,0,0
22631,SQA Awarding Body,SQA Awarding Body,C27712,,"National Matamataig: 1, 2 agus 3 (Mathematics 1, 2 and 3)",6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
22630,SQA Awarding Body,SQA Awarding Body,C27512,,National Human Biology (Revised),6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
22629,SQA Awarding Body,SQA Awarding Body,C27412,,National Biology (Revised),6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
22628,SQA Awarding Body,SQA Awarding Body,C27312,,National Chemistry (Revised),6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
22627,SQA Awarding Body,SQA Awarding Body,C27212,,National Physics (Revised),6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2011,0000-00-00,0,0
22626,SQA Awarding Body,SQA Awarding Body,C27012,,National English,6,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
22620,SQA Awarding Body,SQA Awarding Body,C25712,,National Mandarin (Traditional),6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
22619,SQA Awarding Body,SQA Awarding Body,C25612,,National Mandarin (Simplified),6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
22618,SQA Awarding Body,SQA Awarding Body,C25512,,Ungraded National Course Personal Development,6,24,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
22617,SQA Awarding Body,SQA Awarding Body,C24712,,National Cantonese,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2009,0000-00-00,0,0
22615,SQA Awarding Body,SQA Awarding Body,C24212,,National Urdu,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
22614,SQA Awarding Body,SQA Awarding Body,C24112,,National Care,6,24,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
22611,SQA Awarding Body,SQA Awarding Body,C23412,,National Business Management,6,24,Management,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22610,SQA Awarding Body,SQA Awarding Body,C23312,,National Music: Performing with Technology,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22609,SQA Awarding Body,SQA Awarding Body,C23212,,National Gaelic (Learners),6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22608,SQA Awarding Body,SQA Awarding Body,C23112,,National Music: Performing,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22607,SQA Awarding Body,SQA Awarding Body,C22912,,National Gaidhlig,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22605,SQA Awarding Body,SQA Awarding Body,C22712,,National Building Construction,6,24,Construction,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22604,SQA Awarding Body,SQA Awarding Body,C22612,,National Architectural Technology,6,24,Other,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22603,SQA Awarding Body,SQA Awarding Body,C22312,,National Art and Design,6,24,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22602,SQA Awarding Body,SQA Awarding Body,C22212,,National English for Speakers of Other Languages,6,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22601,SQA Awarding Body,SQA Awarding Body,C21712,,National Travel and Tourism,6,24,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22600,SQA Awarding Body,SQA Awarding Body,C21612,,National Information Systems,6,24,Computing,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22599,SQA Awarding Body,SQA Awarding Body,C21512,,National Early Education and Childcare,6,24,Education,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22598,SQA Awarding Body,SQA Awarding Body,C21412,,National Administration,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22597,SQA Awarding Body,SQA Awarding Body,C21112,,National Product Design,6,24,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22596,SQA Awarding Body,SQA Awarding Body,C21012,,National Media Studies,6,24,Languages &amp; Communication,Creative Industries,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22595,SQA Awarding Body,SQA Awarding Body,C20912,,National Accounting,6,24,Finance,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22593,SQA Awarding Body,SQA Awarding Body,C20612,,National Computing,6,24,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22592,SQA Awarding Body,SQA Awarding Body,C20512,,National Physical Education,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22591,SQA Awarding Body,SQA Awarding Body,C11812,,National Home Economics: Health and Food Technology,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22590,SQA Awarding Body,SQA Awarding Body,C11712,,National Home Economics: Lifestyle and Consumer Technology,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2002,0000-00-00,0,0
22589,SQA Awarding Body,SQA Awarding Body,C11612,,National Home Economics: Fashion and Textile Technology,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2002,0000-00-00,0,0
22588,SQA Awarding Body,SQA Awarding Body,C10012,,"National Mathematics: Maths 1, 2 and 3",6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2001,0000-00-00,0,0
22587,SQA Awarding Body,SQA Awarding Body,C06M12,,National Photography,6,24,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
22586,SQA Awarding Body,SQA Awarding Body,C06L12,,National Play in Early Education and Childcare,6,24,Education,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22585,SQA Awarding Body,SQA Awarding Body,C06K12,,National Retail Travel,6,24,Retail,Hospitality and Tourism,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22584,SQA Awarding Body,SQA Awarding Body,C06G12,,National Mental Health Care,6,24,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22583,SQA Awarding Body,SQA Awarding Body,C06912,,National Physics,6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22582,SQA Awarding Body,SQA Awarding Body,C06312,,National Spanish,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22581,SQA Awarding Body,SQA Awarding Body,C06212,,National Russian,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22580,SQA Awarding Body,SQA Awarding Body,C06112,,National Italian,6,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22579,SQA Awarding Body,SQA Awarding Body,C06012,,National German,6,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22578,SQA Awarding Body,SQA Awarding Body,C05912,,National French,6,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22577,SQA Awarding Body,SQA Awarding Body,C05512,,National Managing Environmental Resources,6,24,Management,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22576,SQA Awarding Body,SQA Awarding Body,C05112,,National Hospitality - Professional Cookery,6,24,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22575,SQA Awarding Body,SQA Awarding Body,C04312,,National Geology,6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22574,SQA Awarding Body,SQA Awarding Body,C03D12,,National Dance Practice,6,24,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
